cUid,cUname,cParentArea,cArea,type,sendDate,message,price,count
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1689439434084,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689421935307,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689427446410,,,
3493276327872614,尢里芸,娱乐,视频聊天,4,1689407955437,,,
1211078109,小道寺知世k,娱乐,视频聊天,4,1689358945711,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1689333594495,,,
630455196,o浪味小仙o,娱乐,视频唱见,4,1689331757851,,,
630455196,o浪味小仙o,娱乐,视频唱见,4,1689332806190,,,
2029930,拼音音,娱乐,萌宅领域,4,1689318042971,,,
34856382,霏箬,娱乐,视频唱见,4,1689317691611,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1689258720574,,,
129257340,AKB48TSH毛唯嘉,娱乐,视频唱见,4,1689251813989,,,
374183950,修修猫ww,娱乐,视频聊天,4,1689251843080,,,
7770395,咖米狸,单机游戏,主机游戏,4,1689251823299,,,
1535261803,思舟就是要玩剑纯,网游,剑网3,4,1689258726620,,,
61270287,帅嘻嘻的董董,网游,逃离塔科夫,4,1689251836066,,,
61270287,帅嘻嘻的董董,网游,逃离塔科夫,4,1689251836095,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689251846188,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689258769168,,,
3493276327872614,尢里芸,娱乐,视频聊天,4,1689251818299,,,
407416,赤佬RedY,手游,游戏王：决斗链接,4,1689234066855,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689170780156,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689171876979,,,
431073645,你的影月月,手游,原神,4,1689148420443,,,
8454397,Hana_-,娱乐,视频聊天,4,1689087875409,,,
47834551,多喝点汤,娱乐,萌宅领域,4,1689087878682,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689085637277,,,
1166586460,孟小言OvO,娱乐,视频聊天,4,1689067029947,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1689048236909,,,
47834551,多喝点汤,娱乐,萌宅领域,4,1689002011905,,,
116222056,葡萄树的枝子,娱乐,视频聊天,4,1689005124869,,,
374183950,修修猫ww,娱乐,视频聊天,4,1688998523036,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1688998531733,,,
4099287,佳茗,娱乐,舞见,4,1688998529216,,,
1211078109,小道寺知世k,娱乐,视频聊天,4,1688918938786,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1688918939648,,,
374183950,修修猫ww,娱乐,视频聊天,4,1688912355923,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688912238468,,,
188625940,宣岛美瑞,娱乐,视频聊天,4,1688903931679,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688873087339,,,
6189069,小糖发财,娱乐,视频聊天,4,1688873086879,,,
44181867,鱼朵瑜伽,娱乐,日常,4,1688868941761,,,
34150130,-轩萧学姐-,娱乐,萌宅领域,4,1688832161788,,,
47834551,多喝点汤,娱乐,视频聊天,4,1688829230981,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1688829227071,,,
13786333,wuli浅浅,娱乐,视频聊天,4,1688826808857,,,
3461579569892099,阿斯忒芮雪,娱乐,视频聊天,4,1688818178414,,,
441550151,忍疼呐,娱乐,视频聊天,4,1688818579396,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688817685285,,,
46708782,鲁大能,网游,吃鸡行动,4,1688833233266,,,
560647,坂坂白,娱乐,萌宅领域,4,1688796238455,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688785705371,,,
47834551,多喝点汤,娱乐,萌宅领域,4,1688743594388,,,
8454397,Hana_-,娱乐,视频聊天,4,1688746502524,,,
21551370,顾离离,娱乐,视频聊天,4,1688738901022,,,
46708782,鲁大能,网游,吃鸡行动,4,1688739247082,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1688732451850,,,
7450650,超果果mc,单机游戏,其他单机,4,1688735686243,,,
2029930,拼音音,娱乐,萌宅领域,4,1688735689312,,,
1085355186,小e不是臭大鹅,娱乐,视频聊天,4,1688732777232,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688732473617,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688738314814,,,
2029930,拼音音,娱乐,萌宅领域,4,1688701909219,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688701731579,,,
19738891,一米八的坤儿,网游,吃鸡行动,0,1688702471443,气球来不及,,
15385187,兔总裁s,娱乐,舞见,4,1688701905314,,,
6189069,小糖发财,娱乐,视频聊天,4,1688701910583,,,
1211078109,小道寺知世k,娱乐,视频聊天,4,1688661869295,,,
23309612,我是娜娜啊啊啊,娱乐,视频聊天,4,1688657117274,,,
47834551,多喝点汤,娱乐,萌宅领域,4,1688655158144,,,
3461579569892099,阿斯忒芮雪,娱乐,视频聊天,4,1688655157410,,,
560647,坂坂白,娱乐,萌宅领域,4,1688653524081,,,
34150130,-轩萧学姐-,娱乐,萌宅领域,4,1688653000454,,,
402362486,猫宁酱morning,单机游戏,主机游戏,4,1688653003523,,,
15385187,兔总裁s,娱乐,舞见,4,1688646897432,,,
407416,赤佬RedY,手游,游戏王：决斗链接,4,1688646234533,,,
69307,库特菌,虚拟主播,虚拟Gamer,4,1688646887179,,,
19738891,一米八的坤儿,网游,吃鸡行动,4,1688646038258,,,
